OS,Version,Machine,Processor,Hostname,IP Address,Boot Time,Timestamp
Windows,10.0.26100,AMD64,"AMD64 Family 23 Model 104 Stepping 1, AuthenticAMD",DESKTOP-HSKLARD,192.168.152.152,2025-05-12 07:56:47.343153715,2025-05-12 14:08:16.343153
