Filename,Path,Size (KB),Hash,Timestamp
desktop.ini,C:\Users\Public\Documents\desktop.ini,0.27,b18f9a899844d82f60ff3a1ab7fc9efc4a7297d78c04bcda65362b7bce2c02a8,2025-05-12 14:08:16
